来源,内容
" Algebra and Trigonometry 2e Ch10 Key Concepts "," The general area formula for triangles translates to oblique triangles by first finding the appropriate height value. See Example 5. "
" Algebra and Trigonometry 2e Ch10 Key Concepts "," There are many trigonometric applications. They can often be solved by first drawing a diagram of the given information and then using the appropriate equation. See Example 6. "
" Algebra and Trigonometry 2e Ch10 Key Concepts "," The Law of Cosines defines the relationship among angle measurements and lengths of sides in oblique triangles. "
" Algebra and Trigonometry 2e Ch10 Key Concepts "," The Generalized Pythagorean Theorem is the Law of Cosines for two cases of oblique triangles: SAS and SSS. Dropping an imaginary perpendicular splits the oblique triangle into two right triangles or forms one right triangle, which allows sides to be related and measurements to be calculated. See Example 1 and Example 2. "
" Algebra and Trigonometry 2e Ch10 Key Concepts "," The Law of Cosines is useful for many types of applied problems. The first step in solving such problems is generally to draw a sketch of the problem presented. If the information given fits one of the three models (the three equations), then apply the Law of Cosines to find a solution. See Example 3 and Example 4. "
" Algebra and Trigonometry 2e Ch10 Key Concepts "," Heron’s formula allows the calculation of area in oblique triangles. All three sides must be known to apply Heron’s formula. See Example 5 and See Example 6. "
" Algebra and Trigonometry 2e Ch10 Key Concepts "," The polar grid is represented as a series of concentric circles radiating out from the pole, or origin. "
" Algebra and Trigonometry 2e Ch10 Key Concepts "," To plot a point in the form (r,θ), θ>0, move in a counterclockwise direction from the polar axis by an angle of θ, and then extend a directed line segment from the pole at that angle for a length of r. "
" Algebra and Trigonometry 2e Ch11 Key Terms "," addition method - an algebraic technique used to solve systems of linear equations in which the equations are added in a way that eliminates one variable, allowing the resulting equation to be solved for the remaining variable; substitution is then used to solve for the first variable "
" Algebra and Trigonometry 2e Ch11 Key Terms "," augmented matrix - a coefficient matrix adjoined with the constant column separated by a vertical line within the matrix brackets "
" Algebra and Trigonometry 2e Ch11 Key Terms "," break-even point - the point at which a cost function intersects a revenue function; where profit is zero "
" Algebra and Trigonometry 2e Ch11 Key Terms "," coefficient matrix - a matrix that contains only the coefficients from a system of equations "
" Algebra and Trigonometry 2e Ch11 Key Terms "," column - a set of numbers aligned vertically in a matrix "
" Algebra and Trigonometry 2e Ch11 Key Terms "," consistent system - a system for which there is a single solution to all equations in the system and it is an independent system, or if there are an infinite number of solutions and it is a dependent system "
" Algebra and Trigonometry 2e Ch11 Key Terms "," cost function - the function used to calculate the costs of doing business; it usually has two parts, fixed costs and variable costs "
" Algebra and Trigonometry 2e Ch11 Key Terms "," Cramer’s Rule - a method for solving systems of equations that have the same number of equations as variables using determinants "
" Algebra and Trigonometry 2e Ch11 Key Terms "," dependent system - a system of linear equations in which the two equations represent the same line; there are an infinite number of solutions to a dependent system "
" Algebra and Trigonometry 2e Ch11 Key Terms "," determinant - a number calculated using the entries of a square matrix that determines such information as whether there is a solution to a system of equations "
" Algebra and Trigonometry 2e Ch11 Key Terms "," entry - an element, coefficient, or constant in a matrix "
" Algebra and Trigonometry 2e Ch11 Key Terms "," feasible region - the solution to a system of nonlinear inequalities that is the region of the graph where the shaded regions of each inequality intersect "
" Algebra and Trigonometry 2e Ch11 Key Terms "," Gaussian elimination - using elementary row operations to obtain a matrix in row-echelon form "
" Algebra and Trigonometry 2e Ch11 Key Terms "," identity matrix - a square matrix containing ones down the main diagonal and zeros everywhere else; it acts as a 1 in matrix algebra "
" Algebra and Trigonometry 2e Ch11 Key Terms "," inconsistent system - a system of linear equations with no common solution because they represent parallel lines, which have no point or line in common "
" Algebra and Trigonometry 2e Ch11 Key Terms "," independent system - a system of linear equations with exactly one solution pair (x,y) "
" Algebra and Trigonometry 2e Ch11 Key Terms "," main diagonal - entries from the upper left corner diagonally to the lower right corner of a square matrix "
" Algebra and Trigonometry 2e Ch11 Key Terms "," matrix - a rectangular array of numbers "
" Algebra and Trigonometry 2e Ch11 Key Terms "," multiplicative inverse of a matrix - a matrix that, when multiplied by the original, equals the identity matrix "
" Algebra and Trigonometry 2e Ch11 Key Terms "," nonlinear inequality - an inequality containing a nonlinear expression "
" Algebra and Trigonometry 2e Ch11 Key Terms "," partial fraction decomposition - the process of returning a simplified rational expression to its original form, a sum or difference of simpler rational expressions "
" Algebra and Trigonometry 2e Ch11 Key Terms "," partial fractions - the individual fractions that make up the sum or difference of a rational expression before combining them into a simplified rational expression "
" Algebra and Trigonometry 2e Ch11 Key Terms "," profit function - the profit function is written as revenue minus cost, P(x)=R(x)−C(x) "
" Algebra and Trigonometry 2e Ch11 Key Terms "," revenue function - the function that is used to calculate revenue, simply written as R=xp, where x=quantity and p=price "
" Algebra and Trigonometry 2e Ch11 Key Terms "," row - a set of numbers aligned horizontally in a matrix "
" Algebra and Trigonometry 2e Ch11 Key Terms "," row operations - adding one row to another row, multiplying a row by a constant, interchanging rows, and so on, with the goal of achieving row-echelon form "
" Algebra and Trigonometry 2e Ch11 Key Terms "," row-echelon form - after performing row operations, the matrix form that contains ones down the main diagonal and zeros at every space below the diagonal "
" Algebra and Trigonometry 2e Ch11 Key Terms "," row-equivalent - two matrices A and B are row-equivalent if one can be obtained from the other by performing basic row operations "
" Algebra and Trigonometry 2e Ch11 Key Terms "," scalar multiple - an entry of a matrix that has been multiplied by a scalar "
" Algebra and Trigonometry 2e Ch11 Key Terms "," solution set - the set of all ordered pairs or triples that satisfy all equations in a system of equations "
" Algebra and Trigonometry 2e Ch11 Key Terms "," substitution method - an algebraic technique used to solve systems of linear equations in which one of the two equations is solved for one variable and then substituted into the second equation to solve for the second variable "
" Algebra and Trigonometry 2e Ch11 Key Concepts "," A system of linear equations consists of two or more equations made up of two or more variables such that all equations in the system are considered simultaneously. "
" Algebra and Trigonometry 2e Ch11 Key Concepts "," The solution to a system of linear equations in two variables is any ordered pair that satisfies each equation independently. See Example 1. "
" Algebra and Trigonometry 2e Ch11 Key Concepts "," Systems of equations are classified as independent with one solution, dependent with an infinite number of solutions, or inconsistent with no solution. "
" Algebra and Trigonometry 2e Ch11 Key Concepts "," One method of solving a system of linear equations in two variables is by graphing. In this method, we graph the equations on the same set of axes. See Example 2. "
" Algebra and Trigonometry 2e Ch11 Key Concepts "," Another method of solving a system of linear equations is by substitution. In this method, we solve for one variable in one equation and substitute the result into the second equation. See Example 3. "
" Algebra and Trigonometry 2e Ch11 Key Concepts "," A third method of solving a system of linear equations is by addition, in which we can eliminate a variable by adding opposite coefficients of corresponding variables. See Example 4. "
" Algebra and Trigonometry 2e Ch11 Key Concepts "," It is often necessary to multiply one or both equations by a constant to facilitate elimination of a variable when adding the two equations together. See Example 5, Example 6, and Example 7. "
" Algebra and Trigonometry 2e Ch11 Key Concepts "," Either method of solving a system of equations results in a false statement for inconsistent systems because they are made up of parallel lines that never intersect. See Example 8. "
" Algebra and Trigonometry 2e Ch11 Key Concepts "," The solution to a system of dependent equations will always be true because both equations describe the same line. See Example 9. "
" Algebra and Trigonometry 2e Ch11 Key Concepts "," Systems of equations can be used to solve real-world problems that involve more than one variable, such as those relating to revenue, cost, and profit. See Example 10 and Example 11. "
